date,temp,timestep,quality
1876-01-01,2.2,0,0
1876-01-02,2.5,1,0
1876-01-03,0.3,2,0
1876-01-04,-5.8,3,0
1876-01-05,-9.8,4,0
1876-01-06,-7.7,5,0
1876-01-07,-6.6,6,0
1876-01-08,-8.9,7,0
1876-01-09,-12.7,8,0
1876-01-10,-8.9,9,0
1876-01-11,-6.2,10,0
1876-01-12,-4.6,11,0
1876-01-13,-3.5,12,0
1876-01-14,-3.6,13,0
1876-01-15,-3.1,14,0
1876-01-16,-2.3,15,0
1876-01-17,-1.2,16,0
1876-01-18,0.8,17,0
1876-01-19,3.8,18,0
1876-01-20,3.3,19,0
1876-01-21,3.9,20,0
1876-01-22,1.0,21,0
1876-01-23,0.6,22,0
1876-01-24,2.5,23,0
1876-01-25,2.8,24,0
1876-01-26,0.3,25,0
1876-01-27,-0.8,26,0
1876-01-28,-2.2,27,0
1876-01-29,-1.3,28,0
1876-01-30,0.7,29,0
1876-01-31,0.3,30,0
1876-02-01,-1.2,31,0
1876-02-02,0.2,32,0
1876-02-03,0.8,33,0
1876-02-04,1.9,34,0
1876-02-05,0.6,35,0
1876-02-06,-0.8,36,0
1876-02-07,0.0,37,0
1876-02-08,-3.1,38,0
1876-02-09,-0.6,39,0
1876-02-10,-2.1,40,0
1876-02-11,-4.6,41,0
1876-02-12,-1.2,42,0
1876-02-13,-5.4,43,0
1876-02-14,-0.5,44,0
1876-02-15,3.4,45,0
1876-02-16,5.4,46,0
1876-02-17,5.6,47,0
1876-02-18,6.6,48,0
1876-02-19,8.1,49,0
1876-02-20,5.2,50,0
1876-02-21,3.9,51,0
1876-02-22,10.1,52,0
1876-02-23,8.4,53,0
1876-02-24,4.9,54,0
1876-02-25,2.9,55,0
1876-02-26,4.0,56,0
1876-02-27,7.2,57,0
1876-02-28,7.5,58,0
1876-02-29,2.1,59,0
1876-03-01,6.8,60,0
1876-03-02,8.2,61,0
1876-03-03,5.6,62,0
1876-03-04,9.7,63,0
1876-03-05,6.2,64,0
1876-03-06,6.5,65,0
1876-03-07,6.0,66,0
1876-03-08,3.9,67,0
1876-03-09,5.4,68,0
1876-03-10,4.5,69,0
1876-03-11,6.3,70,0
1876-03-12,6.2,71,0
1876-03-13,5.3,72,0
1876-03-14,4.6,73,0
1876-03-15,7.3,74,0
1876-03-16,4.7,75,0
1876-03-17,2.5,76,0
1876-03-18,2.9,77,0
1876-03-19,2.2,78,0
1876-03-20,2.3,79,0
1876-03-21,1.4,80,0
1876-03-22,-0.3,81,0
1876-03-23,2.6,82,0
1876-03-24,3.1,83,0
1876-03-25,2.2,84,0
1876-03-26,0.3,85,0
1876-03-27,1.6,86,0
1876-03-28,5.7,87,0
1876-03-29,10.0,88,0
1876-03-30,10.3,89,0
1876-03-31,9.9,90,0
1876-04-01,9.9,91,0
1876-04-02,12.8,92,0
1876-04-03,10.8,93,0
1876-04-04,7.9,94,0
1876-04-05,9.4,95,0
1876-04-06,10.6,96,0
1876-04-07,8.6,97,0
1876-04-08,10.2,98,0
1876-04-09,12.4,99,0
1876-04-10,12.9,100,0
1876-04-11,10.8,101,0
1876-04-12,5.6,102,0
1876-04-13,3.7,103,0
1876-04-14,5.1,104,0
1876-04-15,6.5,105,0
1876-04-16,5.9,106,0
1876-04-17,8.9,107,0
1876-04-18,11.1,108,0
1876-04-19,12.7,109,0
1876-04-20,13.3,110,0
1876-04-21,14.2,111,0
1876-04-22,9.3,112,0
1876-04-23,11.6,113,0
1876-04-24,7.8,114,0
1876-04-25,9.8,115,0
1876-04-26,11.1,116,0
1876-04-27,8.5,117,0
1876-04-28,9.2,118,0
1876-04-29,12.7,119,0
1876-04-30,11.7,120,0
1876-05-01,11.9,121,0
1876-05-02,8.5,122,0
1876-05-03,7.7,123,0
1876-05-04,8.2,124,0
1876-05-05,10.3,125,0
1876-05-06,10.1,126,0
1876-05-07,5.8,127,0
1876-05-08,5.4,128,0
1876-05-09,6.2,129,0
1876-05-10,6.8,130,0
1876-05-11,6.8,131,0
1876-05-12,7.1,132,0
1876-05-13,8.3,133,0
1876-05-14,8.0,134,0
1876-05-15,9.6,135,0
1876-05-16,10.0,136,0
1876-05-17,12.0,137,0
1876-05-18,11.4,138,0
1876-05-19,5.6,139,0
1876-05-20,9.2,140,0
1876-05-21,11.9,141,0
1876-05-22,12.1,142,0
1876-05-23,14.0,143,0
1876-05-24,14.4,144,0
1876-05-25,14.8,145,0
1876-05-26,11.9,146,0
1876-05-27,9.4,147,0
1876-05-28,11.5,148,0
1876-05-29,15.4,149,0
1876-05-30,16.7,150,0
1876-05-31,17.4,151,0
1876-06-01,12.7,152,0
1876-06-02,14.4,153,0
1876-06-03,19.3,154,0
1876-06-04,16.6,155,0
1876-06-05,17.7,156,0
1876-06-06,21.4,157,0
1876-06-07,22.7,158,0
1876-06-08,17.2,159,0
1876-06-09,21.6,160,0
1876-06-10,19.6,161,0
1876-06-11,19.6,162,0
1876-06-12,19.1,163,0
1876-06-13,19.6,164,0
1876-06-14,18.7,165,0
1876-06-15,18.9,166,0
1876-06-16,20.8,167,0
1876-06-17,15.3,168,0
1876-06-18,18.2,169,0
1876-06-19,20.0,170,0
1876-06-20,19.1,171,0
1876-06-21,19.9,172,0
1876-06-22,19.9,173,0
1876-06-23,16.1,174,0
1876-06-24,15.4,175,0
1876-06-25,16.2,176,0
1876-06-26,17.4,177,0
1876-06-27,17.6,178,0
1876-06-28,20.6,179,0
1876-06-29,20.3,180,0
1876-06-30,19.2,181,0
1876-07-01,16.7,182,0
1876-07-02,17.5,183,0
1876-07-03,18.0,184,0
1876-07-04,19.1,185,0
1876-07-05,20.3,186,0
1876-07-06,21.2,187,0
1876-07-07,23.2,188,0
1876-07-08,23.7,189,0
1876-07-09,21.9,190,0
1876-07-10,21.7,191,0
1876-07-11,17.9,192,0
1876-07-12,16.3,193,0
1876-07-13,17.3,194,0
1876-07-14,18.8,195,0
1876-07-15,19.9,196,0
1876-07-16,18.7,197,0
1876-07-17,19.1,198,0
1876-07-18,16.8,199,0
1876-07-19,15.4,200,0
1876-07-20,16.4,201,0
1876-07-21,17.0,202,0
1876-07-22,19.1,203,0
1876-07-23,21.5,204,0
1876-07-24,23.3,205,0
1876-07-25,23.9,206,0
1876-07-26,20.9,207,0
1876-07-27,22.1,208,0
1876-07-28,19.2,209,0
1876-07-29,19.8,210,0
1876-07-30,19.3,211,0
1876-07-31,22.9,212,0
1876-08-01,20.6,213,0
1876-08-02,19.1,214,0
1876-08-03,20.5,215,0
1876-08-04,21.0,216,0
1876-08-05,21.0,217,0
1876-08-06,18.3,218,0
1876-08-07,20.2,219,0
1876-08-08,21.7,220,0
1876-08-09,20.2,221,0
1876-08-10,20.2,222,0
1876-08-11,20.5,223,0
1876-08-12,19.9,224,0
1876-08-13,21.9,225,0
1876-08-14,23.2,226,0
1876-08-15,23.9,227,0
1876-08-16,18.9,228,0
1876-08-17,17.6,229,0
1876-08-18,17.4,230,0
1876-08-19,19.7,231,0
1876-08-20,22.4,232,0
1876-08-21,25.1,233,0
1876-08-22,22.6,234,0
1876-08-23,19.6,235,0
1876-08-24,16.2,236,0
1876-08-25,15.4,237,0
1876-08-26,13.7,238,0
1876-08-27,13.9,239,0
1876-08-28,14.4,240,0
1876-08-29,16.0,241,0
1876-08-30,15.7,242,0
1876-08-31,13.9,243,0
1876-09-01,13.3,244,0
1876-09-02,15.0,245,0
1876-09-03,14.2,246,0
1876-09-04,14.8,247,0
1876-09-05,19.5,248,0
1876-09-06,20.2,249,0
1876-09-07,16.9,250,0
1876-09-08,14.2,251,0
1876-09-09,13.1,252,0
1876-09-10,13.0,253,0
1876-09-11,12.5,254,0
1876-09-12,13.1,255,0
1876-09-13,13.0,256,0
1876-09-14,13.8,257,0
1876-09-15,13.3,258,0
1876-09-16,13.1,259,0
1876-09-17,13.0,260,0
1876-09-18,13.0,261,0
1876-09-19,12.4,262,0
1876-09-20,11.9,263,0
1876-09-21,11.4,264,0
1876-09-22,11.6,265,0
1876-09-23,11.9,266,0
1876-09-24,12.3,267,0
1876-09-25,14.4,268,0
1876-09-26,14.3,269,0
1876-09-27,13.7,270,0
1876-09-28,14.9,271,0
1876-09-29,14.4,272,0
1876-09-30,13.0,273,0
1876-10-01,11.2,274,0
1876-10-02,9.6,275,0
1876-10-03,11.0,276,0
1876-10-04,12.3,277,0
1876-10-05,15.9,278,0
1876-10-06,15.1,279,0
1876-10-07,16.4,280,0
1876-10-08,17.1,281,0
1876-10-09,17.5,282,0
1876-10-10,16.4,283,0
1876-10-11,17.6,284,0
1876-10-12,19.0,285,0
1876-10-13,18.6,286,0
1876-10-14,18.4,287,0
1876-10-15,16.5,288,0
1876-10-16,15.9,289,0
1876-10-17,15.9,290,0
1876-10-18,13.8,291,0
1876-10-19,8.3,292,0
1876-10-20,3.7,293,0
1876-10-21,3.2,294,0
1876-10-22,3.6,295,0
1876-10-23,4.8,296,0
1876-10-24,8.5,297,0
1876-10-25,9.1,298,0
1876-10-26,8.9,299,0
1876-10-27,9.4,300,0
1876-10-28,9.1,301,0
1876-10-29,9.7,302,0
1876-10-30,6.5,303,0
1876-10-31,5.2,304,0
1876-11-01,4.7,305,0
1876-11-02,5.4,306,0
1876-11-03,7.4,307,0
1876-11-04,3.6,308,0
1876-11-05,1.1,309,0
1876-11-06,1.1,310,0
1876-11-07,0.7,311,0
1876-11-08,-0.6,312,0
1876-11-09,-1.9,313,0
1876-11-10,-3.1,314,0
1876-11-11,-4.6,315,0
1876-11-12,-3.9,316,0
1876-11-13,0.0,317,0
1876-11-14,5.6,318,0
1876-11-15,5.8,319,0
1876-11-16,5.9,320,0
1876-11-17,6.2,321,0
1876-11-18,8.4,322,0
1876-11-19,3.6,323,0
1876-11-20,3.2,324,0
1876-11-21,-0.2,325,0
1876-11-22,-1.0,326,0
1876-11-23,-3.4,327,0
1876-11-24,-1.6,328,0
1876-11-25,-0.8,329,0
1876-11-26,1.4,330,0
1876-11-27,2.6,331,0
1876-11-28,5.7,332,0
1876-11-29,5.1,333,0
1876-11-30,5.4,334,0
1876-12-01,3.7,335,0
1876-12-02,9.4,336,0
1876-12-03,5.7,337,0
1876-12-04,5.8,338,0
1876-12-05,8.4,339,0
1876-12-06,9.3,340,0
1876-12-07,8.4,341,0
1876-12-08,8.6,342,0
1876-12-09,6.5,343,0
1876-12-10,6.0,344,0
1876-12-11,6.5,345,0
1876-12-12,6.1,346,0
1876-12-13,4.7,347,0
1876-12-14,5.1,348,0
1876-12-15,4.0,349,0
1876-12-16,2.5,350,0
1876-12-17,-0.2,351,0
1876-12-18,-0.1,352,0
1876-12-19,2.3,353,0
1876-12-20,-2.0,354,0
1876-12-21,-6.7,355,0
1876-12-22,-8.9,356,0
1876-12-23,-12.1,357,0
1876-12-24,-15.9,358,0
1876-12-25,-14.0,359,0
1876-12-26,-14.2,360,0
1876-12-27,-11.5,361,0
1876-12-28,-0.4,362,0
1876-12-29,4.9,363,0
1876-12-30,6.2,364,0
1876-12-31,6.8,365,0
1877-01-01,9.1,366,0
1877-01-02,5.8,367,0
1877-01-03,2.3,368,0
1877-01-04,6.2,369,0
1877-01-05,6.2,370,0
1877-01-06,6.3,371,0
1877-01-07,5.5,372,0
1877-01-08,8.0,373,0
1877-01-09,11.3,374,0
1877-01-10,6.5,375,0
1877-01-11,1.3,376,0
1877-01-12,0.5,377,0
1877-01-13,0.3,378,0
1877-01-14,1.5,379,0
1877-01-15,2.1,380,0
1877-01-16,4.6,381,0
1877-01-17,2.5,382,0
1877-01-18,0.7,383,0
1877-01-19,1.1,384,0
1877-01-20,5.3,385,0
1877-01-21,2.8,386,0
1877-01-22,2.1,387,0
1877-01-23,2.6,388,0
1877-01-24,1.0,389,0
1877-01-25,-1.0,390,0
1877-01-26,-3.6,391,0
1877-01-27,-4.5,392,0
1877-01-28,0.9,393,0
1877-01-29,3.7,394,0
1877-01-30,3.8,395,0
1877-01-31,2.4,396,0
1877-02-01,1.0,397,0
1877-02-02,0.7,398,0
1877-02-03,0.5,399,0
1877-02-04,2.7,400,0
1877-02-05,3.3,401,0
1877-02-06,4.8,402,0
1877-02-07,7.4,403,0
1877-02-08,6.1,404,0
1877-02-09,5.3,405,0
1877-02-10,4.4,406,0
1877-02-11,3.5,407,0
1877-02-12,2.1,408,0
1877-02-13,-0.6,409,0
1877-02-14,-1.8,410,0
1877-02-15,3.7,411,0
1877-02-16,6.6,412,0
1877-02-17,6.1,413,0
1877-02-18,4.1,414,0
1877-02-19,6.5,415,0
1877-02-20,5.6,416,0
1877-02-21,5.2,417,0
1877-02-22,2.7,418,0
1877-02-23,2.3,419,0
1877-02-24,1.9,420,0
1877-02-25,5.4,421,0
1877-02-26,2.4,422,0
1877-02-27,1.1,423,0
1877-02-28,-2.8,424,0
1877-03-01,-4.0,425,0
1877-03-02,-3.1,426,0
1877-03-03,-1.0,427,0
1877-03-04,1.3,428,0
1877-03-05,2.8,429,0
1877-03-06,2.1,430,0
1877-03-07,1.4,431,0
1877-03-08,0.7,432,0
1877-03-09,-2.7,433,0
1877-03-10,-3.7,434,0
1877-03-11,-1.3,435,0
1877-03-12,1.4,436,0
1877-03-13,2.3,437,0
1877-03-14,4.5,438,0
1877-03-15,3.4,439,0
1877-03-16,4.3,440,0
1877-03-17,3.7,441,0
1877-03-18,4.0,442,0
1877-03-19,4.5,443,0
1877-03-20,3.0,444,0
1877-03-21,4.3,445,0
1877-03-22,5.1,446,0
1877-03-23,3.0,447,0
1877-03-24,3.0,448,0
1877-03-25,7.3,449,0
1877-03-26,9.1,450,0
1877-03-27,9.9,451,0
1877-03-28,9.1,452,0
1877-03-29,8.9,453,0
1877-03-30,8.0,454,0
1877-03-31,8.1,455,0
1877-04-01,7.0,456,0
1877-04-02,5.5,457,0
1877-04-03,6.2,458,0
1877-04-04,8.2,459,0
1877-04-05,7.7,460,0
1877-04-06,9.6,461,0
1877-04-07,10.5,462,0
1877-04-08,11.6,463,0
1877-04-09,14.3,464,0
1877-04-10,16.3,465,0
1877-04-11,14.7,466,0
1877-04-12,7.3,467,0
1877-04-13,6.8,468,0
1877-04-14,5.2,469,0
1877-04-15,2.1,470,0
1877-04-16,3.5,471,0
1877-04-17,3.9,472,0
1877-04-18,3.6,473,0
1877-04-19,6.1,474,0
1877-04-20,3.8,475,0
1877-04-21,1.3,476,0
1877-04-22,1.8,477,0
1877-04-23,3.7,478,0
1877-04-24,4.6,479,0
1877-04-25,3.9,480,0
1877-04-26,5.0,481,0
1877-04-27,6.0,482,0
1877-04-28,9.9,483,0
1877-04-29,9.4,484,0
1877-04-30,9.4,485,0
1877-05-01,7.0,486,0
1877-05-02,5.0,487,0
1877-05-03,4.2,488,0
1877-05-04,5.3,489,0
1877-05-05,6.6,490,0
1877-05-06,6.5,491,0
1877-05-07,8.7,492,0
1877-05-08,10.0,493,0
1877-05-09,13.5,494,0
1877-05-10,13.5,495,0
1877-05-11,12.5,496,0
1877-05-12,14.9,497,0
1877-05-13,14.4,498,0
1877-05-14,14.2,499,0
1877-05-15,15.1,500,0
1877-05-16,13.4,501,0
1877-05-17,13.9,502,0
1877-05-18,15.0,503,0
1877-05-19,12.1,504,0
1877-05-20,6.6,505,0
1877-05-21,8.1,506,0
1877-05-22,8.5,507,0
1877-05-23,9.8,508,0
1877-05-24,9.1,509,0
1877-05-25,10.3,510,0
1877-05-26,12.1,511,0
1877-05-27,13.5,512,0
1877-05-28,18.0,513,0
1877-05-29,17.1,514,0
1877-05-30,15.8,515,0
1877-05-31,15.8,516,0
1877-06-01,17.7,517,0
1877-06-02,17.2,518,0
1877-06-03,19.1,519,0
1877-06-04,22.9,520,0
1877-06-05,25.1,521,0
1877-06-06,23.0,522,0
1877-06-07,19.3,523,0
1877-06-08,21.0,524,0
1877-06-09,24.0,525,0
1877-06-10,24.4,526,0
1877-06-11,24.3,527,0
1877-06-12,20.8,528,0
1877-06-13,15.1,529,0
1877-06-14,15.9,530,0
1877-06-15,17.9,531,0
1877-06-16,16.0,532,0
1877-06-17,17.6,533,0
1877-06-18,20.8,534,0
1877-06-19,22.4,535,0
1877-06-20,22.3,536,0
1877-06-21,20.5,537,0
1877-06-22,20.1,538,0
1877-06-23,21.1,539,0
1877-06-24,17.1,540,0
1877-06-25,16.8,541,0
1877-06-26,18.7,542,0
1877-06-27,17.4,543,0
1877-06-28,16.3,544,0
1877-06-29,17.5,545,0
1877-06-30,21.9,546,0
1877-07-01,22.9,547,0
1877-07-02,21.1,548,0
1877-07-03,18.6,549,0
1877-07-04,17.9,550,0
1877-07-05,17.4,551,0
1877-07-06,19.1,552,0
1877-07-07,16.4,553,0
1877-07-08,14.7,554,0
1877-07-09,14.5,555,0
1877-07-10,15.5,556,0
1877-07-11,19.9,557,0
1877-07-12,19.6,558,0
1877-07-13,21.5,559,0
1877-07-14,22.2,560,0
1877-07-15,24.7,561,0
1877-07-16,19.7,562,0
1877-07-17,20.5,563,0
1877-07-18,19.9,564,0
1877-07-19,17.6,565,0
1877-07-20,18.2,566,0
1877-07-21,16.7,567,0
1877-07-22,20.1,568,0
1877-07-23,24.4,569,0
1877-07-24,26.6,570,0
1877-07-25,21.1,571,0
1877-07-26,19.9,572,0
1877-07-27,17.5,573,0
1877-07-28,17.2,574,0
1877-07-29,18.8,575,0
1877-07-30,19.2,576,0
1877-07-31,21.1,577,0
1877-08-01,20.7,578,0
1877-08-02,16.2,579,0
1877-08-03,14.9,580,0
1877-08-04,12.8,581,0
1877-08-05,15.3,582,0
1877-08-06,16.2,583,0
1877-08-07,19.2,584,0
1877-08-08,22.0,585,0
1877-08-09,20.2,586,0
1877-08-10,20.5,587,0
1877-08-11,20.7,588,0
1877-08-12,18.7,589,0
1877-08-13,19.0,590,0
1877-08-14,22.1,591,0
1877-08-15,21.5,592,0
1877-08-16,20.5,593,0
1877-08-17,18.6,594,0
1877-08-18,18.0,595,0
1877-08-19,18.5,596,0
1877-08-20,21.7,597,0
1877-08-21,22.6,598,0
1877-08-22,21.7,599,0
1877-08-23,19.3,600,0
1877-08-24,16.3,601,0
1877-08-25,16.6,602,0
1877-08-26,19.4,603,0
1877-08-27,17.9,604,0
1877-08-28,21.4,605,0
1877-08-29,19.1,606,0
1877-08-30,18.7,607,0
1877-08-31,18.3,608,0
1877-09-01,15.3,609,0
1877-09-02,13.4,610,0
1877-09-03,15.3,611,0
1877-09-04,13.1,612,0
1877-09-05,12.8,613,0
1877-09-06,13.3,614,0
1877-09-07,13.6,615,0
1877-09-08,12.4,616,0
1877-09-09,12.6,617,0
1877-09-10,13.7,618,0
1877-09-11,15.1,619,0
1877-09-12,15.8,620,0
1877-09-13,16.0,621,0
1877-09-14,16.7,622,0
1877-09-15,18.2,623,0
1877-09-16,13.4,624,0
1877-09-17,10.5,625,0
1877-09-18,10.7,626,0
1877-09-19,10.6,627,0
1877-09-20,9.3,628,0
1877-09-21,8.3,629,0
1877-09-22,8.3,630,0
1877-09-23,8.6,631,0
1877-09-24,9.0,632,0
1877-09-25,6.1,633,0
1877-09-26,6.8,634,0
1877-09-27,9.2,635,0
1877-09-28,11.1,636,0
1877-09-29,12.1,637,0
1877-09-30,11.6,638,0
1877-10-01,10.9,639,0
1877-10-02,11.4,640,0
1877-10-03,10.0,641,0
1877-10-04,10.7,642,0
1877-10-05,8.6,643,0
1877-10-06,4.9,644,0
1877-10-07,4.8,645,0
1877-10-08,7.1,646,0
1877-10-09,6.1,647,0
1877-10-10,5.1,648,0
1877-10-11,6.3,649,0
1877-10-12,6.3,650,0
1877-10-13,9.3,651,0
1877-10-14,12.3,652,0
1877-10-15,13.3,653,0
1877-10-16,11.0,654,0
1877-10-17,6.7,655,0
1877-10-18,5.3,656,0
1877-10-19,5.1,657,0
1877-10-20,6.4,658,0
1877-10-21,9.2,659,0
1877-10-22,10.2,660,0
1877-10-23,12.7,661,0
1877-10-24,11.6,662,0
1877-10-25,8.0,663,0
1877-10-26,9.5,664,0
1877-10-27,6.8,665,0
1877-10-28,6.7,666,0
1877-10-29,7.3,667,0
1877-10-30,7.8,668,0
1877-10-31,10.4,669,0
1877-11-01,9.2,670,0
1877-11-02,9.0,671,0
1877-11-03,7.2,672,0
1877-11-04,6.4,673,0
1877-11-05,7.6,674,0
1877-11-06,10.4,675,0
1877-11-07,11.9,676,0
1877-11-08,11.3,677,0
1877-11-09,11.6,678,0
1877-11-10,10.3,679,0
1877-11-11,9.9,680,0
1877-11-12,8.4,681,0
1877-11-13,10.1,682,0
1877-11-14,9.8,683,0
1877-11-15,10.0,684,0
1877-11-16,8.8,685,0
1877-11-17,7.7,686,0
1877-11-18,5.8,687,0
1877-11-19,6.5,688,0
1877-11-20,5.5,689,0
1877-11-21,4.8,690,0
1877-11-22,6.0,691,0
1877-11-23,6.7,692,0
1877-11-24,5.3,693,0
1877-11-25,4.8,694,0
1877-11-26,4.4,695,0
1877-11-27,3.3,696,0
1877-11-28,5.7,697,0
1877-11-29,3.7,698,0
1877-11-30,4.5,699,0
1877-12-01,5.2,700,0
1877-12-02,6.7,701,0
1877-12-03,5.9,702,0
1877-12-04,5.4,703,0
1877-12-05,5.1,704,0
1877-12-06,5.7,705,0
1877-12-07,6.0,706,0
1877-12-08,3.7,707,0
1877-12-09,2.9,708,0
1877-12-10,2.2,709,0
1877-12-11,0.4,710,0
1877-12-12,2.4,711,0
1877-12-13,3.9,712,0
1877-12-14,2.8,713,0
1877-12-15,4.0,714,0
1877-12-16,3.1,715,0
1877-12-17,2.5,716,0
1877-12-18,1.2,717,0
1877-12-19,0.2,718,0
1877-12-20,-1.2,719,0
1877-12-21,-3.7,720,0
1877-12-22,-6.4,721,0
1877-12-23,-0.1,722,0
1877-12-24,1.6,723,0
1877-12-25,1.2,724,0
1877-12-26,-1.6,725,0
1877-12-27,0.5,726,0
1877-12-28,0.0,727,0
1877-12-29,-0.5,728,0
1877-12-30,3.0,729,0
1877-12-31,3.7,730,0
1878-01-01,4.0,731,0
1878-01-02,3.6,732,0
1878-01-03,3.3,733,0
1878-01-04,2.6,734,0
1878-01-05,3.9,735,0
1878-01-06,2.9,736,0
1878-01-07,4.3,737,0
1878-01-08,2.1,738,0
1878-01-09,-1.1,739,0
1878-01-10,-3.5,740,0
1878-01-11,-3.0,741,0
1878-01-12,0.1,742,0
1878-01-13,1.8,743,0
1878-01-14,3.1,744,0
1878-01-15,2.7,745,0
1878-01-16,2.6,746,0
1878-01-17,2.4,747,0
1878-01-18,1.6,748,0
1878-01-19,1.5,749,0
1878-01-20,2.3,750,0
1878-01-21,2.9,751,0
1878-01-22,4.4,752,0
1878-01-23,5.9,753,0
1878-01-24,2.7,754,0
1878-01-25,1.4,755,0
1878-01-26,0.8,756,0
1878-01-27,2.0,757,0
1878-01-28,0.3,758,0
1878-01-29,0.4,759,0
1878-01-30,1.3,760,0
1878-01-31,-1.6,761,0
1878-02-01,-0.2,762,0
1878-02-02,-0.7,763,0
1878-02-03,1.0,764,0
1878-02-04,-0.6,765,0
1878-02-05,3.6,766,0
1878-02-06,4.2,767,0
1878-02-07,3.0,768,0
1878-02-08,3.2,769,0
1878-02-09,5.2,770,0
1878-02-10,3.3,771,0
1878-02-11,1.0,772,0
1878-02-12,-0.3,773,0
1878-02-13,-0.5,774,0
1878-02-14,2.7,775,0
1878-02-15,4.9,776,0
1878-02-16,7.2,777,0
1878-02-17,7.2,778,0
1878-02-18,7.8,779,0
1878-02-19,7.5,780,0
1878-02-20,2.9,781,0
1878-02-21,6.3,782,0
1878-02-22,8.4,783,0
1878-02-23,7.6,784,0
1878-02-24,7.0,785,0
1878-02-25,6.5,786,0
1878-02-26,5.1,787,0
1878-02-27,4.6,788,0
1878-02-28,8.1,789,0
1878-03-01,10.7,790,0
1878-03-02,11.0,791,0
1878-03-03,8.4,792,0
1878-03-04,7.9,793,0
1878-03-05,7.0,794,0
1878-03-06,5.8,795,0
1878-03-07,4.7,796,0
1878-03-08,3.8,797,0
1878-03-09,1.5,798,0
1878-03-10,2.0,799,0
1878-03-11,5.4,800,0
1878-03-12,3.6,801,0
1878-03-13,2.0,802,0
1878-03-14,0.2,803,0
1878-03-15,-1.3,804,0
1878-03-16,-0.4,805,0
1878-03-17,0.8,806,0
1878-03-18,4.1,807,0
1878-03-19,5.4,808,0
1878-03-20,4.6,809,0
1878-03-21,7.1,810,0
1878-03-22,4.1,811,0
1878-03-23,3.2,812,0
1878-03-24,2.0,813,0
1878-03-25,2.7,814,0
1878-03-26,2.0,815,0
1878-03-27,3.4,816,0
1878-03-28,3.0,817,0
1878-03-29,7.4,818,0
1878-03-30,9.1,819,0
1878-03-31,4.7,820,0
1878-04-01,5.5,821,0
1878-04-02,5.0,822,0
1878-04-03,5.6,823,0
1878-04-04,8.1,824,0
1878-04-05,7.0,825,0
1878-04-06,7.1,826,0
1878-04-07,4.8,827,0
1878-04-08,4.0,828,0
1878-04-09,5.7,829,0
1878-04-10,9.8,830,0
1878-04-11,9.6,831,0
1878-04-12,11.4,832,0
1878-04-13,13.6,833,0
1878-04-14,14.7,834,0
1878-04-15,15.0,835,0
1878-04-16,15.7,836,0
1878-04-17,13.2,837,0
1878-04-18,13.2,838,0
1878-04-19,12.5,839,0
1878-04-20,10.7,840,0
1878-04-21,12.7,841,0
1878-04-22,12.0,842,0
1878-04-23,10.8,843,0
1878-04-24,12.3,844,0
1878-04-25,10.7,845,0
1878-04-26,10.0,846,0
1878-04-27,10.3,847,0
1878-04-28,12.7,848,0
1878-04-29,13.8,849,0
1878-04-30,15.0,850,0
1878-05-01,14.9,851,0
1878-05-02,15.4,852,0
1878-05-03,16.5,853,0
1878-05-04,16.1,854,0
1878-05-05,13.1,855,0
1878-05-06,13.9,856,0
1878-05-07,12.8,857,0
1878-05-08,7.2,858,0
1878-05-09,6.0,859,0
1878-05-10,8.9,860,0
1878-05-11,10.9,861,0
1878-05-12,12.4,862,0
1878-05-13,15.0,863,0
1878-05-14,18.2,864,0
1878-05-15,18.4,865,0
1878-05-16,17.6,866,0
1878-05-17,18.6,867,0
1878-05-18,21.6,868,0
1878-05-19,18.0,869,0
1878-05-20,14.8,870,0
1878-05-21,11.6,871,0
1878-05-22,9.9,872,0
1878-05-23,11.4,873,0
1878-05-24,15.8,874,0
1878-05-25,15.3,875,0
1878-05-26,13.4,876,0
1878-05-27,15.3,877,0
1878-05-28,17.3,878,0
1878-05-29,15.2,879,0
1878-05-30,14.4,880,0
1878-05-31,13.7,881,0
1878-06-01,12.3,882,0
1878-06-02,12.5,883,0
1878-06-03,14.4,884,0
1878-06-04,15.9,885,0
1878-06-05,14.8,886,0
1878-06-06,12.4,887,0
1878-06-07,13.8,888,0
1878-06-08,17.4,889,0
1878-06-09,19.8,890,0
1878-06-10,17.4,891,0
1878-06-11,17.5,892,0
1878-06-12,18.9,893,0
1878-06-13,16.7,894,0
1878-06-14,16.9,895,0
1878-06-15,17.8,896,0
1878-06-16,13.9,897,0
1878-06-17,15.6,898,0
1878-06-18,17.7,899,0
1878-06-19,17.8,900,0
1878-06-20,17.6,901,0
1878-06-21,19.5,902,0
1878-06-22,21.1,903,0
1878-06-23,21.1,904,0
1878-06-24,21.1,905,0
1878-06-25,22.2,906,0
1878-06-26,21.9,907,0
1878-06-27,20.3,908,0
1878-06-28,19.8,909,0
1878-06-29,20.2,910,0
1878-06-30,21.0,911,0
1878-07-01,19.2,912,0
1878-07-02,17.7,913,0
1878-07-03,16.4,914,0
1878-07-04,15.4,915,0
1878-07-05,15.4,916,0
1878-07-06,17.5,917,0
1878-07-07,16.0,918,0
1878-07-08,16.2,919,0
1878-07-09,16.2,920,0
1878-07-10,16.6,921,0
1878-07-11,15.3,922,0
1878-07-12,15.8,923,0
1878-07-13,16.8,924,0
1878-07-14,16.0,925,0
1878-07-15,16.7,926,0
